magnetx,magnety,magnetz,gyrox,gyroy,gyroz,accelerox,acceleroy,acceleroz
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.507019,-29.92096,-18.812561,-0.02658081,0.042404175,0.23100281,0.0,0.0,-0.0
2.507019,-29.92096,-18.812561,-0.02658081,0.042404175,0.23100281,0.0,0.0,-0.0
2.507019,-29.92096,-18.812561,-0.02658081,0.042404175,0.23100281,0.0,0.0,-0.0
2.507019,-29.92096,-18.812561,-0.02658081,0.042404175,0.23100281,0.0,0.0,-0.0
2.507019,-29.92096,-18.812561,-0.02658081,0.042404175,0.23100281,0.0,0.0,-0.0
2.507019,-29.92096,-18.812561,-0.02658081,0.042404175,0.23100281,0.0,0.0,-0.0
2.507019,-29.92096,-18.812561,-0.02658081,0.042404175,0.23100281,0.0,0.0,-0.0
1.4923096,-30.12085,-18.928528,-0.02658081,0.042404175,0.23100281,0.0,0.0,-0.0
1.4923096,-30.12085,-18.928528,-0.02658081,0.042404175,0.23100281,0.0,0.0,-0.0
1.4923096,-30.12085,-18.928528,-0.02658081,0.042404175,0.23100281,0.0,0.0,-0.0
1.4923096,-30.12085,-18.928528,-0.0023040771,0.06048584,-0.053771973,-0.066156626,0.26526117,-0.22058296
1.4923096,-30.12085,-18.928528,-0.0023040771,0.06048584,-0.053771973,-0.066156626,0.26526117,-0.22058296
1.4923096,-30.12085,-18.928528,-0.0023040771,0.06048584,-0.053771973,-0.066156626,0.26526117,-0.22058296
1.4923096,-30.12085,-18.928528,-0.0023040771,0.06048584,-0.053771973,-0.066156626,0.26526117,-0.22058296
1.4923096,-30.12085,-18.928528,-0.0023040771,0.06048584,-0.053771973,-0.066156626,0.26526117,-0.22058296
1.4923096,-30.12085,-18.928528,-0.0023040771,0.06048584,-0.053771973,-0.066156626,0.26526117,-0.22058296
1.4923096,-30.12085,-18.928528,-0.0023040771,0.06048584,-0.053771973,-0.066156626,0.26526117,-0.22058296
1.4923096,-30.12085,-18.928528,-0.0023040771,0.06048584,-0.053771973,-0.066156626,0.26526117,-0.22058296
1.4923096,-30.12085,-18.928528,-0.0023040771,0.06048584,-0.053771973,-0.066156626,0.26526117,-0.22058296
1.4923096,-30.12085,-18.928528,-0.0023040771,0.06048584,-0.053771973,-0.066156626,0.26526117,-0.22058296
1.4923096,-30.12085,-18.928528,-0.0023040771,0.06048584,-0.053771973,-0.066156626,0.26526117,-0.22058296
1.4923096,-30.12085,-18.928528,-0.0023040771,0.06048584,-0.053771973,-0.066156626,0.26526117,-0.22058296
1.4923096,-30.12085,-18.928528,-0.0023040771,0.06048584,-0.053771973,-0.066156626,0.26526117,-0.22058296
1.4923096,-30.12085,-18.928528,-0.0023040771,0.06048584,-0.053771973,-0.066156626,0.26526117,-0.22058296
1.4923096,-30.12085,-18.928528,-0.0023040771,0.06048584,-0.053771973,-0.066156626,0.26526117,-0.22058296
1.4923096,-30.12085,-18.928528,-0.0023040771,0.06048584,-0.053771973,-0.066156626,0.26526117,-0.22058296
1.4923096,-30.12085,-18.928528,-0.0023040771,0.06048584,-0.053771973,-0.066156626,0.26526117,-0.22058296
0.45928955,-30.212402,-19.136047,-0.0023040771,0.06048584,-0.053771973,-0.066156626,0.26526117,-0.22058296
0.45928955,-30.212402,-19.136047,-0.0023040771,0.06048584,-0.053771973,-0.066156626,0.26526117,-0.22058296
0.45928955,-30.212402,-19.136047,0.047607422,0.070373535,0.15809631,-0.1364035,0.0064516664,0.36064816
0.45928955,-30.212402,-19.136047,0.047607422,0.070373535,0.15809631,-0.1364035,0.0064516664,0.36064816
0.45928955,-30.212402,-19.136047,0.047607422,0.070373535,0.15809631,-0.1364035,0.0064516664,0.36064816
0.45928955,-30.212402,-19.136047,0.047607422,0.070373535,0.15809631,-0.1364035,0.0064516664,0.36064816
0.45928955,-30.212402,-19.136047,0.047607422,0.070373535,0.15809631,-0.1364035,0.0064516664,0.36064816
0.45928955,-30.212402,-19.136047,0.047607422,0.070373535,0.15809631,-0.1364035,0.0064516664,0.36064816
0.45928955,-30.212402,-19.136047,0.047607422,0.070373535,0.15809631,-0.1364035,0.0064516664,0.36064816
0.45928955,-30.212402,-19.136047,0.047607422,0.070373535,0.15809631,-0.1364035,0.0064516664,0.36064816
-0.8331299,-30.090332,-19.229126,0.047607422,0.070373535,0.15809631,-0.1364035,0.0064516664,0.36064816
-0.8331299,-30.090332,-19.229126,0.047607422,0.070373535,0.15809631,-0.1364035,0.0064516664,0.36064816
-0.8331299,-30.090332,-19.229126,0.047607422,0.070373535,0.15809631,-0.1364035,0.0064516664,0.36064816
-0.8331299,-30.090332,-19.229126,0.047607422,0.070373535,0.15809631,-0.1364035,0.0064516664,0.36064816
-0.8331299,-30.090332,-19.229126,0.047607422,0.070373535,0.15809631,-0.1364035,0.0064516664,0.36064816
-0.8331299,-30.090332,-19.229126,0.047607422,0.070373535,0.15809631,-0.1364035,0.0064516664,0.36064816
-0.8331299,-30.090332,-19.229126,0.047607422,0.070373535,0.15809631,-0.1364035,0.0064516664,0.36064816
-0.8331299,-30.090332,-19.229126,0.047607422,0.070373535,0.15809631,-0.1364035,0.0064516664,0.36064816
-0.8331299,-30.090332,-19.229126,0.047607422,0.070373535,0.15809631,-0.1364035,0.0064516664,0.36064816
-0.8331299,-30.090332,-19.229126,0.047607422,0.070373535,0.15809631,-0.1364035,0.0064516664,0.36064816
-0.8331299,-30.090332,-19.229126,0.047607422,0.070373535,0.15809631,-0.1364035,0.0064516664,0.36064816
-0.8331299,-30.090332,-19.229126,0.047607422,0.070373535,0.15809631,-0.1364035,0.0064516664,0.36064816
-0.8331299,-30.090332,-19.229126,-0.1307373,0.1048584,0.277771,-0.49854016,-0.4062919,0.19563389
-0.8331299,-30.090332,-19.229126,-0.1307373,0.1048584,0.277771,-0.49854016,-0.4062919,0.19563389
-0.8331299,-30.090332,-19.229126,-0.1307373,0.1048584,0.277771,-0.49854016,-0.4062919,0.19563389
-0.8331299,-30.090332,-19.229126,-0.1307373,0.1048584,0.277771,-0.49854016,-0.4062919,0.19563389
-0.8331299,-30.090332,-19.229126,-0.1307373,0.1048584,0.277771,-0.49854016,-0.4062919,0.19563389
-0.8331299,-30.090332,-19.229126,-0.1307373,0.1048584,0.277771,-0.49854016,-0.4062919,0.19563389
-0.8331299,-30.090332,-19.229126,-0.1307373,0.1048584,0.277771,-0.49854016,-0.4062919,0.19563389
-0.8331299,-30.090332,-19.229126,-0.1307373,0.1048584,0.277771,-0.49854016,-0.4062919,0.19563389
-2.0523071,-29.289246,-19.598389,-0.1307373,0.1048584,0.277771,-0.49854016,-0.4062919,0.19563389
-2.0523071,-29.289246,-19.598389,-0.1307373,0.1048584,0.277771,-0.49854016,-0.4062919,0.19563389
-2.0523071,-29.289246,-19.598389,-0.1307373,0.1048584,0.277771,-0.49854016,-0.4062919,0.19563389
-2.0523071,-29.289246,-19.598389,-0.1307373,0.1048584,0.277771,-0.49854016,-0.4062919,0.19563389
-2.0523071,-29.289246,-19.598389,-0.1307373,0.1048584,0.277771,-0.49854016,-0.4062919,0.19563389
-2.0523071,-29.289246,-19.598389,-0.1307373,0.1048584,0.277771,-0.49854016,-0.4062919,0.19563389
-2.0523071,-29.289246,-19.598389,-0.1307373,0.1048584,0.277771,-0.49854016,-0.4062919,0.19563389
-2.0523071,-29.289246,-19.598389,-0.1307373,0.1048584,0.277771,-0.49854016,-0.4062919,0.19563389
-2.0523071,-29.289246,-19.598389,-0.1307373,0.1048584,0.277771,-0.49854016,-0.4062919,0.19563389
-2.0523071,-29.289246,-19.598389,-0.1307373,0.1048584,0.277771,-0.49854016,-0.4062919,0.19563389
-2.0523071,-29.289246,-19.598389,-0.1307373,0.1048584,0.277771,-0.49854016,-0.4062919,0.19563389
-2.0523071,-29.289246,-19.598389,-0.1307373,0.1048584,0.277771,-0.49854016,-0.4062919,0.19563389
-2.0523071,-29.289246,-19.598389,-0.05783081,0.08934021,0.18977356,-0.601511,-0.030843943,-0.4185419
-2.0523071,-29.289246,-19.598389,-0.05783081,0.08934021,0.18977356,-0.601511,-0.030843943,-0.4185419
-2.0523071,-29.289246,-19.598389,-0.05783081,0.08934021,0.18977356,-0.601511,-0.030843943,-0.4185419
-2.0523071,-29.289246,-19.598389,-0.05783081,0.08934021,0.18977356,-0.601511,-0.030843943,-0.4185419
-2.0523071,-29.289246,-19.598389,-0.05783081,0.08934021,0.18977356,-0.601511,-0.030843943,-0.4185419
-2.0523071,-29.289246,-19.598389,-0.05783081,0.08934021,0.18977356,-0.601511,-0.030843943,-0.4185419
-2.0523071,-29.289246,-19.598389,-0.05783081,0.08934021,0.18977356,-0.601511,-0.030843943,-0.4185419
-2.0523071,-29.289246,-19.598389,-0.05783081,0.08934021,0.18977356,-0.601511,-0.030843943,-0.4185419
-1.2069702,-28.294373,-19.84253,-0.05783081,0.08934021,0.18977356,-0.601511,-0.030843943,-0.4185419
-1.2069702,-28.294373,-19.84253,-0.05783081,0.08934021,0.18977356,-0.601511,-0.030843943,-0.4185419
-1.2069702,-28.294373,-19.84253,-0.05783081,0.08934021,0.18977356,-0.601511,-0.030843943,-0.4185419
-1.2069702,-28.294373,-19.84253,-0.05783081,0.08934021,0.18977356,-0.601511,-0.030843943,-0.4185419
-1.2069702,-28.294373,-19.84253,-0.05783081,0.08934021,0.18977356,-0.601511,-0.030843943,-0.4185419
-1.2069702,-28.294373,-19.84253,-0.05783081,0.08934021,0.18977356,-0.601511,-0.030843943,-0.4185419
-1.2069702,-28.294373,-19.84253,-0.05783081,0.08934021,0.18977356,-0.601511,-0.030843943,-0.4185419
-1.2069702,-28.294373,-19.84253,-0.05783081,0.08934021,0.18977356,-0.601511,-0.030843943,-0.4185419
-1.2069702,-28.294373,-19.84253,-0.05783081,0.08934021,0.18977356,-0.601511,-0.030843943,-0.4185419
-1.2069702,-28.294373,-19.84253,-0.05783081,0.08934021,0.18977356,-0.601511,-0.030843943,-0.4185419
-1.2069702,-28.294373,-19.84253,-0.05783081,0.08934021,0.18977356,-0.601511,-0.030843943,-0.4185419
-1.2069702,-28.294373,-19.84253,-0.05783081,0.08934021,0.18977356,-0.601511,-0.030843943,-0.4185419
-1.2069702,-28.294373,-19.84253,-0.0011444092,-0.18104553,-0.07846069,-0.08764964,0.09236556,0.42093468
-1.2069702,-28.294373,-19.84253,-0.0011444092,-0.18104553,-0.07846069,-0.08764964,0.09236556,0.42093468
-1.2069702,-28.294373,-19.84253,-0.0011444092,-0.18104553,-0.07846069,-0.08764964,0.09236556,0.42093468
-1.2069702,-28.294373,-19.84253,-0.0011444092,-0.18104553,-0.07846069,-0.08764964,0.09236556,0.42093468
-1.2069702,-28.294373,-19.84253,-0.0011444092,-0.18104553,-0.07846069,-0.08764964,0.09236556,0.42093468
-1.2069702,-28.294373,-19.84253,-0.0011444092,-0.18104553,-0.07846069,-0.08764964,0.09236556,0.42093468
-1.2069702,-28.294373,-19.84253,-0.0011444092,-0.18104553,-0.07846069,-0.08764964,0.09236556,0.42093468
-1.2069702,-28.294373,-19.84253,-0.0011444092,-0.18104553,-0.07846069,-0.08764964,0.09236556,0.42093468
-1.2069702,-28.294373,-19.84253,-0.0011444092,-0.18104553,-0.07846069,-0.08764964,0.09236556,0.42093468
5.256653,-28.771973,-20.30487,-0.0011444092,-0.18104553,-0.07846069,-0.08764964,0.09236556,0.42093468
5.256653,-28.771973,-20.30487,-0.0011444092,-0.18104553,-0.07846069,-0.08764964,0.09236556,0.42093468
5.256653,-28.771973,-20.30487,-0.0011444092,-0.18104553,-0.07846069,-0.08764964,0.09236556,0.42093468
5.256653,-28.771973,-20.30487,-0.0011444092,-0.18104553,-0.07846069,-0.08764964,0.09236556,0.42093468
5.256653,-28.771973,-20.30487,-0.0011444092,-0.18104553,-0.07846069,-0.08764964,0.09236556,0.42093468
5.256653,-28.771973,-20.30487,-0.0011444092,-0.18104553,-0.07846069,-0.08764964,0.09236556,0.42093468
5.256653,-28.771973,-20.30487,-0.0011444092,-0.18104553,-0.07846069,-0.08764964,0.09236556,0.42093468
5.256653,-28.771973,-20.30487,-0.0011444092,-0.18104553,-0.07846069,-0.08764964,0.09236556,0.42093468
5.256653,-28.771973,-20.30487,-0.0011444092,-0.18104553,-0.07846069,-0.08764964,0.09236556,0.42093468
5.256653,-28.771973,-20.30487,-0.0011444092,-0.18104553,-0.07846069,-0.08764964,0.09236556,0.42093468
5.256653,-28.771973,-20.30487,-0.0011444092,-0.18104553,-0.07846069,-0.08764964,0.09236556,0.42093468
5.256653,-28.771973,-20.30487,0.010894775,0.10935974,-0.4631195,0.8990196,-0.08533603,0.8668871
5.256653,-28.771973,-20.30487,0.010894775,0.10935974,-0.4631195,0.8990196,-0.08533603,0.8668871
5.256653,-28.771973,-20.30487,0.010894775,0.10935974,-0.4631195,0.8990196,-0.08533603,0.8668871
5.256653,-28.771973,-20.30487,0.010894775,0.10935974,-0.4631195,0.8990196,-0.08533603,0.8668871
5.256653,-28.771973,-20.30487,0.010894775,0.10935974,-0.4631195,0.8990196,-0.08533603,0.8668871
5.256653,-28.771973,-20.30487,0.010894775,0.10935974,-0.4631195,0.8990196,-0.08533603,0.8668871
5.256653,-28.771973,-20.30487,0.010894775,0.10935974,-0.4631195,0.8990196,-0.08533603,0.8668871
5.256653,-28.771973,-20.30487,0.010894775,0.10935974,-0.4631195,0.8990196,-0.08533603,0.8668871
5.256653,-28.771973,-20.30487,0.010894775,0.10935974,-0.4631195,0.8990196,-0.08533603,0.8668871
11.941528,-29.73938,-21.18988,0.010894775,0.10935974,-0.4631195,0.8990196,-0.08533603,0.8668871
11.941528,-29.73938,-21.18988,0.010894775,0.10935974,-0.4631195,0.8990196,-0.08533603,0.8668871
11.941528,-29.73938,-21.18988,0.010894775,0.10935974,-0.4631195,0.8990196,-0.08533603,0.8668871
11.941528,-29.73938,-21.18988,0.010894775,0.10935974,-0.4631195,0.8990196,-0.08533603,0.8668871
11.941528,-29.73938,-21.18988,0.010894775,0.10935974,-0.4631195,0.8990196,-0.08533603,0.8668871
11.941528,-29.73938,-21.18988,0.010894775,0.10935974,-0.4631195,0.8990196,-0.08533603,0.8668871
11.941528,-29.73938,-21.18988,0.010894775,0.10935974,-0.4631195,0.8990196,-0.08533603,0.8668871
11.941528,-29.73938,-21.18988,0.010894775,0.10935974,-0.4631195,0.8990196,-0.08533603,0.8668871
11.941528,-29.73938,-21.18988,-0.5453644,0.11256409,0.009353638,0.965676,0.8371068,0.7470684
11.941528,-29.73938,-21.18988,-0.5453644,0.11256409,0.009353638,0.965676,0.8371068,0.7470684
11.941528,-29.73938,-21.18988,-0.5453644,0.11256409,0.009353638,0.965676,0.8371068,0.7470684
11.941528,-29.73938,-21.18988,-0.5453644,0.11256409,0.009353638,0.965676,0.8371068,0.7470684
11.941528,-29.73938,-21.18988,-0.5453644,0.11256409,0.009353638,0.965676,0.8371068,0.7470684
11.941528,-29.73938,-21.18988,-0.5453644,0.11256409,0.009353638,0.965676,0.8371068,0.7470684
11.941528,-29.73938,-21.18988,-0.5453644,0.11256409,0.009353638,0.965676,0.8371068,0.7470684
11.941528,-29.73938,-21.18988,-0.5453644,0.11256409,0.009353638,0.965676,0.8371068,0.7470684
11.941528,-29.73938,-21.18988,-0.5453644,0.11256409,0.009353638,0.965676,0.8371068,0.7470684
11.941528,-29.73938,-21.18988,-0.5453644,0.11256409,0.009353638,0.965676,0.8371068,0.7470684
11.941528,-29.73938,-21.18988,-0.5453644,0.11256409,0.009353638,0.965676,0.8371068,0.7470684
11.941528,-29.73938,-21.18988,-0.5453644,0.11256409,0.009353638,0.965676,0.8371068,0.7470684
13.485718,-29.52118,-22.445679,-0.5453644,0.11256409,0.009353638,0.965676,0.8371068,0.7470684
13.485718,-29.52118,-22.445679,-0.5453644,0.11256409,0.009353638,0.965676,0.8371068,0.7470684
13.485718,-29.52118,-22.445679,-0.5453644,0.11256409,0.009353638,0.965676,0.8371068,0.7470684
13.485718,-29.52118,-22.445679,-0.5453644,0.11256409,0.009353638,0.965676,0.8371068,0.7470684
13.485718,-29.52118,-22.445679,-0.5453644,0.11256409,0.009353638,0.965676,0.8371068,0.7470684
13.485718,-29.52118,-22.445679,-0.5453644,0.11256409,0.009353638,0.965676,0.8371068,0.7470684
13.485718,-29.52118,-22.445679,0.64378357,-0.251297,0.5085907,-1.121905,-0.11622244,-1.2509356
13.485718,-29.52118,-22.445679,0.64378357,-0.251297,0.5085907,-1.121905,-0.11622244,-1.2509356
13.485718,-29.52118,-22.445679,0.64378357,-0.251297,0.5085907,-1.121905,-0.11622244,-1.2509356
13.485718,-29.52118,-22.445679,0.64378357,-0.251297,0.5085907,-1.121905,-0.11622244,-1.2509356
13.485718,-29.52118,-22.445679,0.64378357,-0.251297,0.5085907,-1.121905,-0.11622244,-1.2509356
13.485718,-29.52118,-22.445679,0.64378357,-0.251297,0.5085907,-1.121905,-0.11622244,-1.2509356
13.485718,-29.52118,-22.445679,0.64378357,-0.251297,0.5085907,-1.121905,-0.11622244,-1.2509356
13.485718,-29.52118,-22.445679,0.64378357,-0.251297,0.5085907,-1.121905,-0.11622244,-1.2509356
13.485718,-29.52118,-22.445679,0.64378357,-0.251297,0.5085907,-1.121905,-0.11622244,-1.2509356
13.485718,-29.52118,-22.445679,0.64378357,-0.251297,0.5085907,-1.121905,-0.11622244,-1.2509356
13.485718,-29.52118,-22.445679,0.64378357,-0.251297,0.5085907,-1.121905,-0.11622244,-1.2509356
13.485718,-29.52118,-22.445679,0.64378357,-0.251297,0.5085907,-1.121905,-0.11622244,-1.2509356
13.485718,-29.52118,-22.445679,0.64378357,-0.251297,0.5085907,-1.121905,-0.11622244,-1.2509356
13.485718,-29.52118,-22.445679,0.64378357,-0.251297,0.5085907,-1.121905,-0.11622244,-1.2509356
14.971924,-30.867004,-24.154663,0.64378357,-0.251297,0.5085907,-1.121905,-0.11622244,-1.2509356
14.971924,-30.867004,-24.154663,0.64378357,-0.251297,0.5085907,-1.121905,-0.11622244,-1.2509356
14.971924,-30.867004,-24.154663,0.64378357,-0.251297,0.5085907,-1.121905,-0.11622244,-1.2509356
14.971924,-30.867004,-24.154663,0.64378357,-0.251297,0.5085907,-1.121905,-0.11622244,-1.2509356
14.971924,-30.867004,-24.154663,0.64378357,-0.251297,0.5085907,-1.121905,-0.11622244,-1.2509356
14.971924,-30.867004,-24.154663,0.64378357,-0.251297,0.5085907,-1.121905,-0.11622244,-1.2509356
14.971924,-30.867004,-24.154663,-0.28944397,-0.029159546,0.29951477,-1.1510144,-0.5425873,0.8461962
14.971924,-30.867004,-24.154663,-0.28944397,-0.029159546,0.29951477,-1.1510144,-0.5425873,0.8461962
14.971924,-30.867004,-24.154663,-0.28944397,-0.029159546,0.29951477,-1.1510144,-0.5425873,0.8461962
14.971924,-30.867004,-24.154663,-0.28944397,-0.029159546,0.29951477,-1.1510144,-0.5425873,0.8461962
14.971924,-30.867004,-24.154663,-0.28944397,-0.029159546,0.29951477,-1.1510144,-0.5425873,0.8461962
14.971924,-30.867004,-24.154663,-0.28944397,-0.029159546,0.29951477,-1.1510144,-0.5425873,0.8461962
14.971924,-30.867004,-24.154663,-0.28944397,-0.029159546,0.29951477,-1.1510144,-0.5425873,0.8461962
14.971924,-30.867004,-24.154663,-0.28944397,-0.029159546,0.29951477,-1.1510144,-0.5425873,0.8461962
14.971924,-30.867004,-24.154663,-0.28944397,-0.029159546,0.29951477,-1.1510144,-0.5425873,0.8461962
14.971924,-30.867004,-24.154663,-0.28944397,-0.029159546,0.29951477,-1.1510144,-0.5425873,0.8461962
14.971924,-30.867004,-24.154663,-0.28944397,-0.029159546,0.29951477,-1.1510144,-0.5425873,0.8461962
14.971924,-30.867004,-24.154663,-0.28944397,-0.029159546,0.29951477,-1.1510144,-0.5425873,0.8461962
14.971924,-30.867004,-24.154663,-0.28944397,-0.029159546,0.29951477,-1.1510144,-0.5425873,0.8461962
14.971924,-30.867004,-24.154663,-0.28944397,-0.029159546,0.29951477,-1.1510144,-0.5425873,0.8461962
14.971924,-30.867004,-24.154663,-0.28944397,-0.029159546,0.29951477,-1.1510144,-0.5425873,0.8461962
14.971924,-30.867004,-24.154663,-0.28944397,-0.029159546,0.29951477,-1.1510144,-0.5425873,0.8461962
14.971924,-30.867004,-24.154663,-0.28944397,-0.029159546,0.29951477,-1.1510144,-0.5425873,0.8461962
14.971924,-30.867004,-24.154663,-0.28944397,-0.029159546,0.29951477,-1.1510144,-0.5425873,0.8461962
12.538147,-33.18329,-26.271057,-0.28944397,-0.029159546,0.29951477,-1.1510144,-0.5425873,0.8461962
12.538147,-33.18329,-26.271057,0.29675293,-0.3323059,0.4984436,-1.4616497,-1.2737017,-0.4237051
12.538147,-33.18329,-26.271057,0.29675293,-0.3323059,0.4984436,-1.4616497,-1.2737017,-0.4237051
12.538147,-33.18329,-26.271057,0.29675293,-0.3323059,0.4984436,-1.4616497,-1.2737017,-0.4237051
12.538147,-33.18329,-26.271057,0.29675293,-0.3323059,0.4984436,-1.4616497,-1.2737017,-0.4237051
12.538147,-33.18329,-26.271057,0.29675293,-0.3323059,0.4984436,-1.4616497,-1.2737017,-0.4237051
12.538147,-33.18329,-26.271057,0.29675293,-0.3323059,0.4984436,-1.4616497,-1.2737017,-0.4237051
12.538147,-33.18329,-26.271057,0.29675293,-0.3323059,0.4984436,-1.4616497,-1.2737017,-0.4237051
12.538147,-33.18329,-26.271057,0.29675293,-0.3323059,0.4984436,-1.4616497,-1.2737017,-0.4237051
12.538147,-33.18329,-26.271057,0.29675293,-0.3323059,0.4984436,-1.4616497,-1.2737017,-0.4237051
12.538147,-33.18329,-26.271057,0.29675293,-0.3323059,0.4984436,-1.4616497,-1.2737017,-0.4237051
12.538147,-33.18329,-26.271057,0.29675293,-0.3323059,0.4984436,-1.4616497,-1.2737017,-0.4237051
12.538147,-33.18329,-26.271057,0.29675293,-0.3323059,0.4984436,-1.4616497,-1.2737017,-0.4237051
12.538147,-33.18329,-26.271057,0.29675293,-0.3323059,0.4984436,-1.4616497,-1.2737017,-0.4237051
12.538147,-33.18329,-26.271057,0.29675293,-0.3323059,0.4984436,-1.4616497,-1.2737017,-0.4237051
12.538147,-33.18329,-26.271057,0.29675293,-0.3323059,0.4984436,-1.4616497,-1.2737017,-0.4237051
12.538147,-33.18329,-26.271057,0.29675293,-0.3323059,0.4984436,-1.4616497,-1.2737017,-0.4237051
12.538147,-33.18329,-26.271057,0.29675293,-0.3323059,0.4984436,-1.4616497,-1.2737017,-0.4237051
4.722595,-36.376953,-26.069641,0.29675293,-0.3323059,0.4984436,-1.4616497,-1.2737017,-0.4237051
4.722595,-36.376953,-26.069641,0.29675293,-0.3323059,0.4984436,-1.4616497,-1.2737017,-0.4237051
4.722595,-36.376953,-26.069641,0.29675293,-0.3323059,0.4984436,-1.4616497,-1.2737017,-0.4237051
4.722595,-36.376953,-26.069641,0.073898315,-0.026565552,0.89230347,-1.0523636,-0.9616303,-0.27380276
4.722595,-36.376953,-26.069641,0.073898315,-0.026565552,0.89230347,-1.0523636,-0.9616303,-0.27380276
4.722595,-36.376953,-26.069641,0.073898315,-0.026565552,0.89230347,-1.0523636,-0.9616303,-0.27380276
4.722595,-36.376953,-26.069641,0.073898315,-0.026565552,0.89230347,-1.0523636,-0.9616303,-0.27380276
4.722595,-36.376953,-26.069641,0.073898315,-0.026565552,0.89230347,-1.0523636,-0.9616303,-0.27380276
4.722595,-36.376953,-26.069641,0.073898315,-0.026565552,0.89230347,-1.0523636,-0.9616303,-0.27380276
4.722595,-36.376953,-26.069641,0.073898315,-0.026565552,0.89230347,-1.0523636,-0.9616303,-0.27380276
4.722595,-36.376953,-26.069641,0.073898315,-0.026565552,0.89230347,-1.0523636,-0.9616303,-0.27380276
4.722595,-36.376953,-26.069641,0.073898315,-0.026565552,0.89230347,-1.0523636,-0.9616303,-0.27380276
4.722595,-36.376953,-26.069641,0.073898315,-0.026565552,0.89230347,-1.0523636,-0.9616303,-0.27380276
4.722595,-36.376953,-26.069641,0.073898315,-0.026565552,0.89230347,-1.0523636,-0.9616303,-0.27380276
4.722595,-36.376953,-26.069641,0.073898315,-0.026565552,0.89230347,-1.0523636,-0.9616303,-0.27380276
4.722595,-36.376953,-26.069641,0.073898315,-0.026565552,0.89230347,-1.0523636,-0.9616303,-0.27380276
4.722595,-36.376953,-26.069641,0.073898315,-0.026565552,0.89230347,-1.0523636,-0.9616303,-0.27380276
4.722595,-36.376953,-26.069641,0.073898315,-0.026565552,0.89230347,-1.0523636,-0.9616303,-0.27380276
4.722595,-36.376953,-26.069641,0.073898315,-0.026565552,0.89230347,-1.0523636,-0.9616303,-0.27380276
-2.2598267,-36.602783,-26.332092,0.073898315,-0.026565552,0.89230347,-1.0523636,-0.9616303,-0.27380276
-2.2598267,-36.602783,-26.332092,0.073898315,-0.026565552,0.89230347,-1.0523636,-0.9616303,-0.27380276
-2.2598267,-36.602783,-26.332092,0.21763611,0.06903076,1.4771576,-0.7417864,-0.9399873,0.17571926
-2.2598267,-36.602783,-26.332092,0.21763611,0.06903076,1.4771576,-0.7417864,-0.9399873,0.17571926
